text,intent,encoded_intent
show flights arriving denver oakland,atis_flight,4
show one way fares tacoma montreal,atis_airfare,2
please list cost flights philadelphia denver airport next sunday,atis_airfare,2
like travel boston baltimore us air please tell times,atis_flight,4
hi want round trip ticket dallas,atis_airfare,2
planning trip pittsburgh live denver help,atis_flight,4
airlines daily flights boston dallas,atis_airline,3
show flights san francisco newark leave pm,atis_flight,4
list flights leaving dallas saturday arriving san francisco pm,atis_flight,4
ff,atis_abbreviation,0
show flights atlanta philadelphia,atis_flight,4
show flights indianapolis montreal,atis_flight,4
flights sunday seattle chicago,atis_flight,4
display flights petersburg charlotte flights leave noon arrive pm nonstop flight,atis_flight,4
northwest flights stop denver,atis_flight,4
please give flight pittsburgh san francisco monday,atis_flight,4
show flights pittsburgh philadelphia,atis_flight,4
ground transportation available pittsburgh downtown,atis_ground_service,6
fare class h,atis_abbreviation,0
show flights first class reservations san francisco pittsburgh monday,atis_flight,4
type aircraft leaves boston washington dc,atis_aircraft,1
delta flights dallas please,atis_flight,4
show airlines flying pittsburgh san francisco,atis_airline,3
ground transportation baltimore,atis_ground_service,6
please list flights northwest united airlines go denver,atis_flight,4
information american airlines flight washington philadelphia,atis_flight,4
show information flight baltimore dallas listed dl dl,atis_flight,4
need cost ticket going denver baltimore first class ticket united airlines,atis_airfare,2
nonstop flight atlanta oakland leaves afternoon arrives pm,atis_flight,4
need flight philadelphia boston,atis_flight,4
ground transportation san diego,atis_ground_service,6
flight san francisco boston stopover dallas fort worth,atis_flight,4
show flights baltimore san francisco,atis_flight,4
would like flight philadelphia dallas,atis_flight,4
need one way flight pittsburgh denver,atis_flight,4
want flight pittsburgh los angeles departs pm thursday,atis_flight,4
show flights san francisco boston,atis_flight,4
many first class flights provided american airlines,atis_quantity,7
show flights pittsburgh dallas,atis_flight,4
ground transportation available boston,atis_ground_service,6
earliest flight boston atlanta,atis_flight,4
limo service pittsburgh airport,atis_ground_service,6
please show flights cost less equal dollars new york miami leaving tuesday,atis_flight,4
give return flights philadelphia san francisco december third,atis_flight,4
show latest flight las vegas denver,atis_flight,4
list flights indianapolis houston,atis_flight,4
earliest flight eastern boston washington,atis_flight,4
give flights kansas city chicago leaving next wednesday arriving chicago pm,atis_flight,4
right like find cheapest one way fare boston denver,atis_airfare,2
show list flights pittsburgh baltimore august third,atis_flight,4
airlines ac,atis_airline,3
like see flights baltimore philadelphia,atis_flight,4
much first class round trip ticket cleveland miami us air cost,atis_airfare,2
flights atlanta airport,atis_flight,4
show flights pittsburgh philadelphia wednesday morning,atis_flight,4
earliest flight leaving denver pittsburgh,atis_flight,4
tell flights atlanta charlotte north carolina leaving monday arriving charlotte,atis_flight,4
want fly miami chicago american airlines arrive around afternoon show flights,atis_flight,4
flights louis paul thursday leaving,atis_flight,4
please list flights new york los angeles,atis_flight,4
flights denver atlanta pittsburgh,atis_flight,4
first class airplane goes philadelphia san francisco stops dallas afternoon monday,atis_aircraft,1
show flights denver oakland,atis_flight,4
cheapest fare indianapolis seattle,atis_airfare,2
cheapest flight dallas baltimore december seventeenth,atis_flight,4
show flights dallas boston,atis_flight,4
please give direct morning flights pittsburgh atlanta,atis_flight,4
display flights baltimore dallas july twenty ninth,atis_flight,4
cost business class ticket going boston dallas leaving july first,atis_airfare,2
show continental flights meals depart seattle sunday chicago,atis_flight,4
flights pittsburgh newark,atis_flight,4
show flights baltimore boston,atis_flight,4
would like book early morning flight tampa florida charlotte north carolina april sixth,atis_flight,4
united airlines provide first class flights denver baltimore,atis_flight,4
would like twa flight atlanta san francisco stopover denver,atis_flight,4
looking flight charlotte las vegas stops louis hopefully dinner flight find,atis_flight,4
denver san francisco wednesday,atis_flight,4
flights boston washington dc,atis_flight,4
nonstop flights seattle kansas city,atis_flight,4
list flights leave philadelphia atlanta early thursday morning,atis_flight,4
flights boston baltimore leaving tomorrow,atis_flight,4
show united flights boston philadelphia,atis_flight,4
earliest flight pittsburgh san francisco,atis_flight,4
flights washington dc san francisco leaving washington pm wednesday,atis_flight,4
flights go denver atlanta,atis_flight,4
show flights toronto nationair,atis_flight,4
list nonstop flights los angeles pittsburgh arrive pm tuesday,atis_flight,4
like fly columbus nashville tomorrow morning,atis_flight,4
need flights arrive baltimore pittsburgh,atis_flight,4
round trip flights new york miami business class fare,atis_flight,4
find travel arrangements round trip flight dallas pittsburgh arriving pm,atis_flight,4
give american airlines milwaukee phoenix saturday sunday,atis_flight,4
types ground transportation available philadelphia,atis_ground_service,6
would like flight boston atlanta day one afternoon,atis_flight,4
please show airlines flights denver boston stopover philadelphia,atis_airline,3
like information flights san francisco boston thursday morning,atis_flight,4
philadelphia san francisco,atis_flight,4
may listing flights long beach california columbus ohio wednesday,atis_flight,4
show cheapest flight arriving baltimore june fourteenth starting dallas,atis_flight,4
find flight toronto san diego layover san francisco air canada,atis_flight,4
next smallest plane turboprop,atis_aircraft,1
show fare codes symbols stand,atis_abbreviation,0
sort ground transportation washington dc,atis_ground_service,6
flights paul kansas city friday breakfast served,atis_flight,4
list round trip fares phoenix washington,atis_airfare,2
fare codes cover flights philadelphia san francisco,atis_abbreviation,0
flights boston washington dc november eleventh,atis_flight,4
ground transportation available dallas,atis_ground_service,6
flights available pittsburgh boston,atis_flight,4
need flight baltimore seattle,atis_flight,4
co mean,atis_abbreviation,0
like fly boston san francisco could find cheapest fare,atis_flight,4
want fly milwaukee orlando,atis_flight,4
flights nashville tacoma eighteenth,atis_flight,4
show flights pittsburgh san francisco arriving noon,atis_flight,4
mean,atis_abbreviation,0
flight goes baltimore san francisco arrives san francisco pm friday,atis_flight,4
please show flights boston,atis_flight,4
ground transportation denver,atis_ground_service,6
show type aircraft cp uses,atis_aircraft,1
information round trip flights pittsburgh san francisco first class,atis_flight,4
find travel arrangements round trip flight boston pittsburgh arriving pm,atis_flight,4
show flights boston pittsburgh wednesdays thursdays,atis_flight,4
find flight toronto san diego layover dc delta airlines,atis_flight,4
american airlines fly pittsburgh atlanta,atis_flight,4
american airlines phoenix milwaukee,atis_flight,4
show cheapest one way fares san diego miami,atis_airfare,2
flight tomorrow morning columbus nashville,atis_flight,4
list daily flights oakland boston using united airlines,atis_flight,4
atlanta pittsburgh,atis_flight,4
show flights go atlanta washington thursday mornings,atis_flight,4
earliest flight morning arrive baltimore boston,atis_flight,4
would like flight philadelphia san francisco would like stop dallas,atis_flight,4
need take ten people denver san diego stopover phoenix please give flights,atis_flight,4
like fly denver pittsburgh atlanta could find cheapest way,atis_flight,4
later flights pm leaving milwaukee tacoma tomorrow evening,atis_flight,4
want fly baltimore philadelphia,atis_flight,4
latest flight san francisco boston,atis_flight,4
would like fly pittsburgh atlanta us air,atis_flight,4
american airlines fly san francisco atlanta,atis_flight,4
show evening flights baltimore atlanta,atis_flight,4
show ground transportation westchester county,atis_ground_service,6
cheapest airfare orlando tacoma,atis_airfare,2
show flights baltimore boston,atis_flight,4
newark minneapolis sunday,atis_flight,4
flights baltimore philadelphia round trip fare less dollars,atis_flight,4
show round trip fares pittsburgh philadelphia,atis_airfare,2
please show flights pittsburgh boston wednesday next week arrive noon,atis_flight,4
list fares midway airlines flights boston philadelphia,atis_airfare,2
find latest return flight atlanta boston day,atis_flight,4
would like fly baltimore san francisco eastern airlines,atis_flight,4
please list flights boston philadelphia operating sundays,atis_flight,4
show flights new york city las vegas,atis_flight,4
cheapest flight baltimore dallas american,atis_flight,4
midwest express serve baltimore,atis_flight,4
like know ground travel available fort worth,atis_ground_service,6
would like fly boston baltimore please tell times flights,atis_flight,4
could tell flights leaving pittsburgh around midnight oakland,atis_flight,4
flights tampa cincinnati,atis_flight,4
show flights going san francisco pittsburgh first class monday leaving noon,atis_flight,4
mco mean,atis_abbreviation,0
information flights boston washington,atis_flight,4
show ground transportation salt lake city airport,atis_ground_service,6
right flight atlanta boston,atis_flight,4
please list available flights oakland california philadelphia wednesday,atis_flight,4
please show airlines sunday flights philadelphia denver,atis_airline,3
please show flights denver oakland nonstop,atis_flight,4
would like know types ground transportation airport las vegas,atis_ground_service,6
would like know type aircraft leaving atlanta bound boston friday week,atis_aircraft,1
cheapest one way fare pittsburgh atlanta traveling tuesday august twentieth,atis_airfare,2
like see flights pittsburgh philadelphia,atis_flight,4
would like first flight dallas houston march first last flight houston back dallas march first,atis_flight,4
please show flights available pittsburgh atlanta weekday,atis_flight,4
show earliest flight san jose pittsburgh serves snack,atis_flight,4
cheapest first class fare cleveland miami us air february twenty fourth,atis_airfare,2
flights go boston pittsburgh afternoon,atis_flight,4
many airlines fly new york los angeles way milwaukee,atis_quantity,7
fare code fn,atis_abbreviation,0
washington atlanta,atis_flight,4
earliest morning flight leaving boston washington,atis_flight,4
flights newark seattle saturday,atis_flight,4
flights atlanta denver,atis_flight,4
flights pittsburgh oakland,atis_flight,4
would like travel denver pittsburgh,atis_flight,4
flights pittsburgh philadelphia,atis_flight,4
looking flight toronto san diego,atis_flight,4
flight atlanta baltimore nonstop boeing arriving baltimore around pm,atis_flight,4
airlines fly boston washington dc via cities,atis_airline,3
cheapest fare atlanta san francisco,atis_airfare,2
please show round trip flights new york miami,atis_flight,4
ground transportation airport boston downtown boston,atis_ground_service,6
find earliest boston departure latest atlanta return trip ground maximum amount time atlanta return boston day,atis_flight,4
fares flights serving meal boston pittsburgh noon thursday,atis_airfare,2
list takeoffs landings general mitchell international,atis_flight,4
would like fly denver pittsburgh cheapest flight possible,atis_flight,4
show flights arriving baltimore june fourteenth,atis_flight,4
list flights going boston atlanta pm wednesday,atis_flight,4
show twa flights please,atis_flight,4
show flights memphis las vegas,atis_flight,4
code yn mean,atis_abbreviation,0
flights continental seattle chicago,atis_flight,4
cheapest one way flight atlanta boston,atis_flight,4
show flights boston san francisco arrive afternoon,atis_flight,4
midwest express serve montreal,atis_flight,4
cheapest fare denver boston,atis_airfare,2
need go pittsburgh denver,atis_flight,4
want see return flights miami new york,atis_flight,4
us air flights departing charlotte around pm,atis_flight,4
earliest flight get boston dallas,atis_flight,4
thrift economy flight fare washington san francisco,atis_airfare,2
would like information ground transportation atlanta airport city morning around,atis_ground_service,6
show flights atlanta baltimore airline thursday,atis_flight,4
interested booking early morning flight dallas houston february twenty second returning late evening february twenty second,atis_flight,4
show ground transportation dallas,atis_ground_service,6
list flights cincinnati san jose friday evening,atis_flight,4
airlines fly boston washington,atis_airline,3
show flights boston denver,atis_flight,4
show airlines boston toronto,atis_airline,3
show morning flights atlanta philadelphia,atis_flight,4
cheapest flights denver pittsburgh stop atlanta,atis_flight,4
many cities served continental first class flights,atis_quantity,7
show latest flight san francisco denver,atis_flight,4
show flights indianapolis montreal,atis_flight,4
cheapest flights new york miami,atis_flight,4
show flights denver washington dc wednesday,atis_flight,4
flights washington dc denver,atis_flight,4
show flights direct connecting either san francisco oakland boston arrive pm,atis_flight,4
like flight las vegas detroit monday,atis_flight,4
baltimore philadelphia wednesday,atis_flight,4
list flights boston washington lowest one way fares leave saturday,atis_flight,4
flights go san francisco denver mondays,atis_flight,4
pittsburgh denver,atis_flight,4
leaving denver flying san francisco type aircraft used,atis_aircraft,1
flights delta dallas denver,atis_flight,4
direct flights pittsburgh atlanta,atis_flight,4
list daily flights denver boston,atis_flight,4
flights denver pittsburgh,atis_flight,4
flights arrive louis paul thursday morning,atis_flight,4
flights available friday philadelphia oakland,atis_flight,4
show flights august second boston denver delta,atis_flight,4
flights pittsburgh baltimore pm,atis_flight,4
flights boston san francisco,atis_flight,4
afternoon flights available denver san francisco wednesdays,atis_flight,4
list flights going boston atlanta thursday,atis_flight,4
dl stand delta,atis_abbreviation,0
show flights boston pittsburgh,atis_flight,4
okay flights us air orlando cleveland leaving afternoon,atis_flight,4
august thirtieth would like flight denver san francisco early,atis_flight,4
want see cheapest flights denver atlanta,atis_flight,4
earliest flight leaving boston heading philadelphia,atis_flight,4
live washington would like make trip san francisco tell airlines connect two cities,atis_flight,4
flights atlanta san francisco august second,atis_flight,4
would like flight philadelphia dallas makes stop atlanta,atis_flight,4
flights newark boston,atis_flight,4
flights go boston atlanta,atis_flight,4
list flights please washington san francisco,atis_flight,4
would like see flights available pittsburgh san francisco monday,atis_flight,4
fare first flight atlanta denver thursday morning,atis_airfare,2
please show airlines flights denver boston stop philadelphia,atis_airline,3
much flight ua denver philadelphia cost,atis_airfare,2
looking flight cleveland dallas,atis_flight,4
need reservation baltimore san francisco,atis_flight,4
flights phoenix las vegas,atis_flight,4
much round trip fare nashville seattle,atis_airfare,2
list daily flights boston oakland using delta airlines,atis_flight,4
show flights leaving baltimore dallas,atis_flight,4
yn stand,atis_abbreviation,0
kind airplane goes boston san francisco noon,atis_aircraft,1
round trip fares baltimore philadelphia dollars,atis_airfare,2
mco,atis_abbreviation,0
afternoon flights denver san francisco,atis_flight,4
flights newark los angeles wednesday,atis_flight,4
show nonstop flights new york miami tuesday cost less dollars one way,atis_flight,4
flights montreal phoenix las vegas,atis_flight,4
give latest northwest airlines flight milwaukee tacoma tomorrow,atis_flight,4
flights available boston atlanta july seventh,atis_flight,4
please list earliest lunch flight columbus phoenix,atis_flight,4
flight atlanta boston,atis_flight,4
show flights go san diego newark one stop houston,atis_flight,4
monday show flights baltimore dallas,atis_flight,4
show flights washington boston friday,atis_flight,4
show flights boston pittsburgh wednesday,atis_flight,4
show lowest price dallas baltimore,atis_flight,4
ground transportation atl atlanta,atis_ground_service,6
travel san francisco airport downtown san francisco,atis_flight,4
show flights denver san francisco september seventeenth,atis_flight,4
ground transportation dallas,atis_ground_service,6
show least expensive flight leaving miami sunday noon arriving cleveland,atis_flight,4
want fly philadelphia dallas stop atlanta breakfast flight,atis_flight,4
requesting flight information flight denver san francisco wednesday,atis_flight,4
airlines flights boston philadelphia leave,atis_airline,3
show flights dallas atlanta,atis_flight,4
please show one way first class flights indianapolis memphis,atis_flight,4
please give ground transportation denver airport,atis_ground_service,6
like united airlines flight wednesday san francisco boston,atis_flight,4
northwest united flights go denver noon,atis_flight,4
hp,atis_abbreviation,0
list flights going boston atlanta thursday,atis_flight,4
ground transportation san francisco airport city,atis_ground_service,6
show flights boston atlanta,atis_flight,4
flights wednesday morning atlanta philadelphia,atis_flight,4
show flights airports love field,atis_flight,4
flights columbus milwaukee,atis_flight,4
give list flights pittsburgh baltimore,atis_flight,4
show ground transportation washington dc,atis_ground_service,6
need information flights leaving san francisco thursday evening returning boston,atis_flight,4
need flight toronto san diego layover washington dc air canada,atis_flight,4
show latest flight wednesday atlanta washington dc,atis_flight,4
please give flights atlanta boston wednesday thursday,atis_flight,4
boston denver monday,atis_flight,4
yes would like find flights available atlanta boston morning july seventh,atis_flight,4
list flights united san francisco boston,atis_flight,4
flights newark new jersey ontario california connect phoenix,atis_flight,4
show flights baltimore philadelphia,atis_flight,4
meaning fare code qx qw,atis_abbreviation,0
show daily flight schedule boston pittsburgh,atis_flight,4
show flights westchester county cincinnati,atis_flight,4
show flights leaving san francisco denver september thirtieth,atis_flight,4
airlines fly toronto san diego,atis_airline,3
tell flights dallas baltimore,atis_flight,4
pittsburgh boston saturday,atis_flight,4
first flight boston stapleton airport tomorrow,atis_flight,4
united airlines flights go denver,atis_flight,4
philadelphia boston monday,atis_flight,4
list morning flights atlanta dallas,atis_flight,4
trying fly denver boston want flight serves meal,atis_flight,4
flights milwaukee san jose wednesday american airlines,atis_flight,4
show flights burbank denver,atis_flight,4
show flights cincinnati denver,atis_flight,4
flights dc denver,atis_flight,4
show prices flights atlanta washington dc,atis_airfare,2
rental car baltimore,atis_ground_service,6
show fares baltimore philadelphia,atis_airfare,2
like see flights atlanta washington dc,atis_flight,4
display flights pittsburgh san francisco august second,atis_flight,4
flights pittsburgh baltimore august tenth,atis_flight,4
want go denver oakland,atis_flight,4
time flights leaving denver pittsburgh july seventh,atis_flight_time,5
cheapest one way flight denver pittsburgh,atis_flight,4
show flights dallas baltimore,atis_flight,4
show us air flights atlanta boston,atis_flight,4
show flights pittsburgh san francisco,atis_flight,4
show list flights san francisco boston,atis_flight,4
show earliest flight boston san francisco,atis_flight,4
latest flight san jose houston,atis_flight,4
flights miami indianapolis,atis_flight,4
airlines fly boston pittsburgh,atis_airline,3
flight nashville cleveland,atis_flight,4
give flight newark tampa friday,atis_flight,4
midwest express serve philadelphia,atis_flight,4
show flights denver san francisco,atis_flight,4
would like flight washington boston flight august twentieth,atis_flight,4
show nonstop flights dallas houston,atis_flight,4
least expensive business class flight boston san francisco,atis_flight,4
flight philadelphia denver leaves philadelphia around afternoon,atis_flight,4
list flights dallas baltimore,atis_flight,4
show flights denver atlanta friday,atis_flight,4
fare code mean,atis_abbreviation,0
would like see flights denver philadelphia,atis_flight,4
atlanta flight denver connecting,atis_flight,4
last flight pittsburgh boston evening tuesdays,atis_flight,4
monday flights denver san francisco united airlines,atis_flight,4
show flights pittsburgh san francisco july twenty eighth,atis_flight,4
would like information flights san francisco pittsburgh arriving pittsburgh tuesday morning,atis_flight,4
would like see flights denver philadelphia,atis_flight,4
airline business class flights,atis_airline,3
find travel arrangements round trip flight dallas pittsburgh pm,atis_flight,4
united airlines fly denver baltimore,atis_flight,4
show flights baltimore dallas,atis_flight,4
show delta flights leaving arriving pittsburgh afternoon,atis_flight,4
airline besides continental flies boston denver,atis_airline,3
show flights direct connecting boston pittsburgh arrive pittsburgh,atis_flight,4
flight leaving washington around denver,atis_flight,4
would like schedule flights denver san francisco tuesday,atis_flight_time,5
rent car san jose,atis_ground_service,6
list flights paul san jose paul houston,atis_flight,4
earliest flight dallas houston,atis_flight,4
would like information flights philadelphia oakland california friday afternoon,atis_flight,4
type aircraft used flight atlanta philadelphia noon,atis_aircraft,1
airline dl,atis_airline,3
show flights san francisco boston philadelphia baltimore,atis_flight,4
early weekday flights san francisco pittsburgh,atis_flight,4
atlanta oakland thursday,atis_flight,4
want flight ontario chicago,atis_flight,4
list flights minneapolis long beach saturday,atis_flight,4
want fly boston denver stop philadelphia,atis_flight,4
need list late afternoon flights louis chicago,atis_flight,4
flights go boston orlando,atis_flight,4
list flights going boston atlanta wednesday pm wednesday,atis_flight,4
flights delta denver dallas,atis_flight,4
like go boston san francisco,atis_flight,4
show flights philadelphia coming baltimore denver pittsburgh,atis_flight,4
show flights san francisco boston august thirty first,atis_flight,4
flights go chicago seattle saturday continental airlines,atis_flight,4
price flight cleveland nashville,atis_airfare,2
flights depart newark tampa friday,atis_flight,4
cheapest flight pittsburgh denver,atis_flight,4
september fourth traveling pittsburgh atlanta tell flight would cheapest,atis_flight,4
list arriving flights general mitchell international,atis_flight,4
show economy prices dallas baltimore,atis_airfare,2
tell ground transportation orlando international orlando,atis_ground_service,6
type ground transportation available logan airport,atis_ground_service,6
name earliest flight boston san francisco,atis_flight,4
weekday flights san francisco denver,atis_flight,4
give cheapest one way flights boston philadelphia arrive noon tuesday,atis_flight,4
show flights boston pittsburgh next wednesday night,atis_flight,4
show flights philadelphia baltimore,atis_flight,4
show flights boston denver arrive denver wednesday,atis_flight,4
would like flight leaves friday philadelphia dallas makes stop atlanta,atis_flight,4
phoenix newark wednesday,atis_flight,4
ground transportation paul,atis_ground_service,6
flight atlanta san francisco november seventh noon,atis_flight,4
find earliest flight boston atlanta latest return atlanta boston within day,atis_flight,4
fare code h,atis_abbreviation,0
meaning meal code,atis_abbreviation,0
fare code qx mean,atis_abbreviation,0
many fares one way tacoma montreal,atis_quantity,7
continental airlines fly pittsburgh atlanta,atis_flight,4
type aircraft leaving philadelphia dallas,atis_aircraft,1
flights available sunday pittsburgh san francisco,atis_flight,4
delta flights leaving denver,atis_flight,4
please list ground transportation atlanta,atis_ground_service,6
ground transportation available san francisco,atis_ground_service,6
show direct flights baltimore atlanta,atis_flight,4
would like fly pittsburgh san francisco,atis_flight,4
looking flight pittsburgh san francisco,atis_flight,4
list flights continental leaving denver,atis_flight,4
would like fly atlanta boston arriving boston pm,atis_flight,4
flight boston fort worth,atis_flight,4
show united airlines flights denver baltimore leaving june fourteenth,atis_flight,4
show flights san francisco seattle,atis_flight,4
flights washington dc san francisco pm wednesday,atis_flight,4
find flights leave philadelphia arrive dallas noon,atis_flight,4
information flights baltimore philadelphia,atis_flight,4
restriction ap,atis_abbreviation,0
need help information ground transportation airport philadelphia downtown,atis_ground_service,6
list flights leaving denver arriving orlando saturday departing pm,atis_flight,4
please list flights boston san francisco nonstop,atis_flight,4
expensive flight boston philadelphia,atis_flight,4
midwest express flights montreal detroit,atis_flight,4
list flights denver philadelphia,atis_flight,4
find travel arrangements one way flight san francisco dallas,atis_flight,4
fare code c,atis_abbreviation,0
flight ontario orlando departs hours arriving,atis_flight,4
american flights houston cincinnati,atis_flight,4
show one way flights milwaukee orlando,atis_flight,4
want flights denver pittsburgh,atis_flight,4
month december flights atlanta denver stop boston,atis_flight,4
available ground transportation san francisco downtown,atis_ground_service,6
atlanta washington dc,atis_flight,4
need flight indianapolis houston twa,atis_flight,4
flights ontario florida,atis_flight,4
okay got somebody else wants take round trip ticket charlotte montreal,atis_airfare,2
flight cleveland nashville,atis_flight,4
get denver airport downtown,atis_flight,4
airline uses code hp,atis_airline,3
please show airlines round trip flights boston denver stop philadelphia,atis_airline,3
show flights baltimore pittsburgh,atis_flight,4
airlines flights charlotte newark,atis_airline,3
airport limousine atlanta airport,atis_ground_service,6
give flights denver baltimore united airlines,atis_flight,4
show flights monday night pm dallas boston,atis_flight,4
ground transportation available boston,atis_ground_service,6
flight eastern airlines boston denver,atis_flight,4
show morning flights toronto,atis_flight,4
airfare pittsburgh atlanta,atis_airfare,2
list flights pittsburgh baltimore,atis_flight,4
want fly dallas san francisco monday july eighth,atis_flight,4
phoenix denver,atis_flight,4
interested booking early flight dallas houston returning late evening,atis_flight,4
show flights dallas baltimore economy level,atis_flight,4
airlines leave washington,atis_airline,3
need fly dallas san francisco san francisco pm,atis_flight,4
please list cheapest flights dallas baltimore arriving may seventh,atis_flight,4
flights pittsburgh dallas wednesday morning,atis_flight,4
many flights american airlines class service code f,atis_quantity,7
show flights first class american airlines dallas philadelphia,atis_flight,4
november twenty third flights go atlanta denver delta airlines,atis_flight,4
explain fare code q,atis_abbreviation,0
would like nonstop flight pittsburgh philadelphia leaving afternoon arriving vicinity pm,atis_flight,4
many flights twa business class,atis_quantity,7
show flights leaving atlanta washington dc thursday morning,atis_flight,4
many cities served eastern first class flights,atis_quantity,7
show flights baltimore oakland,atis_flight,4
many cities served american airline first class flights,atis_quantity,7
much cost taking coach orlando indianapolis december twenty ninth flying us air,atis_airfare,2
ground transportation available fort worth,atis_ground_service,6
find flight long beach louis stopping dallas,atis_flight,4
mia,atis_abbreviation,0
flights boston la,atis_flight,4
ground transportation baltimore,atis_ground_service,6
like find flight dallas philadelphia,atis_flight,4
instead denver flight toronto san diego stopping dallas fort worth,atis_flight,4
flights orlando cleveland us air arrive around pm,atis_flight,4
round trip fares baltimore philadelphia dollars,atis_airfare,2
like see flights baltimore atlanta arrive noon,atis_flight,4
united flight baltimore san francisco morning august twenty seventh,atis_flight,4
abbreviation canadian airlines international,atis_abbreviation,0
flights leave pittsburgh pm thursday arrive los angeles,atis_flight,4
like flight tomorrow san diego toronto,atis_flight,4
airlines fly salt lake city,atis_airline,3
need flight boston denver,atis_flight,4
requesting flight information flight boston baltimore tuesday,atis_flight,4
show flights atlanta washington please,atis_flight,4
flights washington dc toronto,atis_flight,4
flight boston san francisco stopping denver,atis_flight,4
show flights san diego newark new jersey,atis_flight,4
show cheapest fare baltimore dallas,atis_airfare,2
show flights dallas pittsburgh,atis_flight,4
cheapest fares flights newark la leaving wednesday pm,atis_airfare,2
flies san francisco baltimore,atis_flight,4
show flights montreal,atis_flight,4
list types planes fly pittsburgh baltimore,atis_aircraft,1
flights philadelphia denver,atis_flight,4
train newark,atis_ground_service,6
flights atlanta toronto,atis_flight,4
list earliest flights paul houston,atis_flight,4
like fly boston san francisco,atis_flight,4
show information making reservation philadelphia denver sunday,atis_flight,4
list united flights boston san francisco fare code qx,atis_flight,4
leave flight boston atlanta leave boston approximately pm,atis_flight,4
like cheapest one way fare boston atlanta please,atis_airfare,2
give flights arrive baltimore denver,atis_flight,4
continental fly philadelphia denver sundays,atis_flight_time,5
flights philadelphia atlanta,atis_flight,4
dfw mean,atis_abbreviation,0
time flights baltimore san francisco,atis_flight_time,5
flights available tomorrow denver philadelphia,atis_flight,4
sa,atis_abbreviation,0
show flights dallas atlanta,atis_flight,4
show flights denver san francisco next wednesday leave noon,atis_flight,4
would like flights boston atlanta july eleven departing one afternoon,atis_flight,4
list flights leaving denver continental sunday,atis_flight,4
show flights baltimore philadelphia,atis_flight,4
show flights denver philadelphia,atis_flight,4
ground transportation boston airport downtown boston,atis_ground_service,6
flights denver baltimore,atis_flight,4
please list flights leaving thursday morning new york city toronto,atis_flight,4
please list cheapest flight dallas baltimore arriving may seventh,atis_flight,4
please list flights taking landing general mitchell international airport,atis_flight,4
need flight denver pittsburgh july seventh leaves afternoon,atis_flight,4
traveling boston atlanta like go sometime pm want know kind airplane,atis_aircraft,1
show flights philadelphia baltimore morning,atis_flight,4
show cheapest flights san francisco boston,atis_flight,4
show ground transportation information dallas fort worth,atis_ground_service,6
could tell delta flight serves breakfast,atis_flight,4
please list flights phoenix san diego,atis_flight,4
flights leave la guardia san jose arrive pm,atis_flight,4
need fare information denver pittsburgh,atis_airfare,2
please show airlines flights boston denver,atis_airline,3
flights available pittsburgh boston wednesday next week,atis_flight,4
show economy fare flights baltimore dallas,atis_airfare,2
information first class round trip pittsburgh san francisco,atis_flight,4
would like see economy fares pittsburgh philadelphia,atis_airfare,2
flights las vegas burbank saturday may twenty two,atis_flight,4
list flights continental denver chicago depart pm,atis_flight,4
show flights denver washington wednesday,atis_flight,4
list flights boston san francisco stops,atis_flight,4
cost united airlines flight chicago kansas city thursday night,atis_airfare,2
please give flight times morning united airlines september twentieth philadelphia san francisco,atis_flight_time,5
continental airlines saturday chicago seattle,atis_flight,4
would like flight boston san francisco august seventeenth,atis_flight,4
flights kansas city chicago next wednesday arrive chicago pm,atis_flight,4
give flight philadelphia denver sunday,atis_flight,4
flights sfo long beach,atis_flight,4
show flights pittsburgh los angeles thursday evening,atis_flight,4
looking flight salt lake city,atis_flight,4
please list flights philadelphia boston,atis_flight,4
earliest breakfast flight philadelphia fort worth,atis_flight,4
aircraft type greatest seating capacity,atis_aircraft,1
would like know type aircraft used morning july seventh atlanta boston,atis_aircraft,1
show flights denver las vegas,atis_flight,4
list nonstop flights tuesday noon charlotte baltimore,atis_flight,4
flying pittsburgh philadelphia us air,atis_flight,4
want flight leaves thursday around pm chicago kansas city,atis_flight,4
type airplane,atis_aircraft,1
show flights baltimore atlanta,atis_flight,4
also show flights oakland denver,atis_flight,4
schedule flights atlanta boston august first,atis_flight_time,5
give list morning flights atlanta boston,atis_flight,4
please list flights denver phoenix,atis_flight,4
show prices times first class travel baltimore dallas next summer,atis_airfare,2
show flights milwaukee orlando thursday morning,atis_flight,4
show flights memphis las vegas sunday,atis_flight,4
cost morning flights atlanta baltimore,atis_airfare,2
airlines,atis_airline,3
flights leave san francisco monday night arrive atlanta later evening,atis_flight,4
show last flight denver boston,atis_flight,4
tell afternoon nonstop flights departing atlanta boston,atis_flight,4
show one way flights tampa louis departing,atis_flight,4
show first class flights denver baltimore,atis_flight,4
flights go denver san francisco,atis_flight,4
coach economy class night service boston san francisco,atis_flight,4
flights go philadelphia san francisco,atis_flight,4
flights united airlines september twentieth morning,atis_flight,4
want flight twa boston san francisco,atis_flight,4
please show flights philadelphia baltimore pm,atis_flight,4
also show first flight atlanta denver thursday,atis_flight,4
earliest flight get bwi boston logan,atis_flight,4
need flight detroit san diego leaving tuesday evening,atis_flight,4
breakfast served flight ua boston denver coach class,atis_flight,4
list cheapest flight charlotte memphis,atis_flight,4
list latest flights oakland salt lake city wednesday,atis_flight,4
